ARO_accession	Name	Lineage	Drug_name	PubChem_ID	Protein_accession	DNA_accession	Organism	Tax_ID
ARO:3000605	Erm(36)	ARO:3000605@ARO:3000583#ARO:3000583	pristinamycin IA	14974	AAL68827.1	AF462611	Micrococcus luteus	1270
ARO:3000605	Erm(36)	ARO:3000605@ARO:3000584#ARO:3000584	quinupristin	5388937	AAL68827.1	AF462611	Micrococcus luteus	1270
ARO:3000605	Erm(36)	ARO:3000605@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	AAL68827.1	AF462611	Micrococcus luteus	1270
ARO:3000605	Erm(36)	ARO:3000605@ARO:3000672#ARO:3000672	madumycin II	6441077	AAL68827.1	AF462611	Micrococcus luteus	1270
ARO:3000605	Erm(36)	ARO:3000605@ARO:3000673#ARO:3000673	griseoviridin	6441064	AAL68827.1	AF462611	Micrococcus luteus	1270
ARO:3000605	Erm(36)	ARO:3000605@ARO:3000674#ARO:3000674	dalfopristin	6435782	AAL68827.1	AF462611	Micrococcus luteus	1270
ARO:3000605	Erm(36)	ARO:3000605@ARO:3000675#ARO:3000675	pristinamycin IB	443309	AAL68827.1	AF462611	Micrococcus luteus	1270
ARO:3000605	Erm(36)	ARO:3000605@ARO:3000678#ARO:3000678	vernamycin B-gamma	443310	AAL68827.1	AF462611	Micrococcus luteus	1270
ARO:3000605	Erm(36)	ARO:3000605@ARO:3000867#ARO:3000867	oleandomycin	19822	AAL68827.1	AF462611	Micrococcus luteus	1270
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:0000023#ARO:0000023	enoxacin	3229	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:0000071#ARO:0000071	levofloxacin	149096	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:0000074#ARO:0000074	moxifloxacin	152946	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:3000659#ARO:3000659	gatifloxacin	5379	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:3000660#ARO:3000660	lomefloxacin	3948	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:3000661#ARO:3000661	nalidixic acid	4421	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:3000662#ARO:3000662	norfloxacin	4539	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:3000663#ARO:3000663	ofloxacin	4583	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:3000664#ARO:3000664	trovafloxacin	62959	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:3000665#ARO:3000665	grepafloxacin	72474	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:3000666#ARO:3000666	sparfloxacin	60464	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3003297	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	ARO:3003297@ARO:3000762#ARO:3000762	pefloxacin	51081	AAL82403.1	AF469609	Bartonella bacilliformis	774
ARO:3001419	OXA-24	ARO:3001419@ARO:3003821#ARO:3003821	BAL30072	52942440	AAM34291.1	AF509241	Acinetobacter baumannii	470
ARO:3002871	tet37	ARO:3002871@ARO:0000051#ARO:0000051	tetracycline	5497101	AAN28721.1	AF540889	uncultured bacterium	77133
ARO:3000343	tap	ARO:3000343@ARO:0000051#ARO:0000051	tetracycline	5497101	CAA03986.1	AJ000283	Mycobacterium fortuitum	1766
ARO:3004122	Klebsiella pneumoniae OmpK37	ARO:3004122@ARO:0000008#ARO:0000008	cefoxitin	441199	CAA09666	AJ011502	Klebsiella pneumoniae	573
ARO:3004122	Klebsiella pneumoniae OmpK37	ARO:3004122@ARO:3000645#ARO:3000645	cefotaxime	5742673	CAA09666	AJ011502	Klebsiella pneumoniae	573
ARO:3002678	catB6	ARO:3002678@ARO:3000382#ARO:3000382	azidamfenicol	62858	CAA11473.1	AJ223604	Pseudomonas aeruginosa	287
ARO:3002678	catB6	ARO:3002678@ARO:3000385#ARO:3000385	chloramphenicol	5959	CAA11473.1	AJ223604	Pseudomonas aeruginosa	287
ARO:3002678	catB6	ARO:3002678@ARO:3000456#ARO:3000456	thiamphenicol	27200	CAA11473.1	AJ223604	Pseudomonas aeruginosa	287
ARO:3000463	gimA	ARO:3000463@ARO:3000145#ARO:3000145	tylosin	5280440	CAA11707.1	AJ223970	Streptomyces ambofaciens	1889
ARO:3000463	gimA	ARO:3000463@ARO:3000867#ARO:3000867	oleandomycin	19822	CAA11707.1	AJ223970	Streptomyces ambofaciens	1889
ARO:3000463	gimA	ARO:3000463@ARO:3001222#ARO:3001222	chalcomycin	6436271	CAA11707.1	AJ223970	Streptomyces ambofaciens	1889
ARO:3000463	gimA	ARO:3000463@ARO:3001232#ARO:3001232	methymycin	5282034	CAA11707.1	AJ223970	Streptomyces ambofaciens	1889
ARO:3000476	tet(31)	ARO:3000476@ARO:0000051#ARO:0000051	tetracycline	5497101	CAC80727.1	AJ250203	Aeromonas salmonicida subsp. salmonicida	29491
ARO:3000196	tet32	ARO:3000196@ARO:0000051#ARO:0000051	tetracycline	5497101	CAC41371.1	AJ295238	Clostridiaceae bacterium K10	185309
ARO:3000196	tet32	ARO:3000196@ARO:0000069#ARO:0000069	doxycycline	5281011	CAC41371.1	AJ295238	Clostridiaceae bacterium K10	185309
ARO:3000196	tet32	ARO:3000196@ARO:3000152#ARO:3000152	minocycline	5281093	CAC41371.1	AJ295238	Clostridiaceae bacterium K10	185309
ARO:3000196	tet32	ARO:3000196@ARO:3000528#ARO:3000528	chlortetracycline	5280963	CAC41371.1	AJ295238	Clostridiaceae bacterium K10	185309
ARO:3000196	tet32	ARO:3000196@ARO:3000667#ARO:3000667	demeclocycline	54680690	CAC41371.1	AJ295238	Clostridiaceae bacterium K10	185309
ARO:3000196	tet32	ARO:3000196@ARO:3000668#ARO:3000668	oxytetracycline	54675779	CAC41371.1	AJ295238	Clostridiaceae bacterium K10	185309
ARO:3001612	OXA-51	ARO:3001612@ARO:3003821#ARO:3003821	BAL30072	52942440	CAC83905.2	AJ309734	Acinetobacter baumannii	470
ARO:3003015	dfrA19	ARO:3003015@ARO:3000188#ARO:3000188	trimethoprim	5578	CAC81324.1	AJ310778	Salmonella enterica subsp. enterica serovar Typhimurium	90371
ARO:3002670	cat	ARO:3002670@ARO:3000382#ARO:3000382	azidamfenicol	62858	CAC84275.1	AJ312056	Staphylococcus aureus	1280
ARO:3002670	cat	ARO:3002670@ARO:3000385#ARO:3000385	chloramphenicol	5959	CAC84275.1	AJ312056	Staphylococcus aureus	1280
ARO:3002670	cat	ARO:3002670@ARO:3000456#ARO:3000456	thiamphenicol	27200	CAC84275.1	AJ312056	Staphylococcus aureus	1280
ARO:3002854	dfrA1	ARO:3002854@ARO:3000188#ARO:3000188	trimethoprim	5578	CAC19929.1	AJ400733.1	Campylobacter jejuni	197
ARO:3000478	tet(33)	ARO:3000478@ARO:0000051#ARO:0000051	tetracycline	5497101	CAD12227.1	AJ420072	Corynebacterium glutamicum	1718
ARO:3000900	TEM-30	ARO:3000900@ARO:0000064#ARO:0000064	amoxicillin	33613	CAD24670.1	AJ437107	Escherichia coli	562
ARO:3002691	Salmonella enterica cmlA	ARO:3002691@ARO:3000385#ARO:3000385	chloramphenicol	5959	CAD31707.1	AJ487033	Salmonella enterica subsp. enterica serovar Typhimurium	90371
ARO:3002531	AAC(3)-Ic	ARO:3002531@ARO:0000035#ARO:0000035	sisomicin	36119	CAD53575.1	AJ511268	Pseudomonas aeruginosa	287
ARO:3002531	AAC(3)-Ic	ARO:3002531@ARO:3000655#ARO:3000655	gentamicin B	37569	CAD53575.1	AJ511268	Pseudomonas aeruginosa	287
ARO:3000197	tet36	ARO:3000197@ARO:0000051#ARO:0000051	tetracycline	5497101	CAD55718.1	AJ514254	Bacteroides coprosuis DSM 18011	679937
ARO:3000197	tet36	ARO:3000197@ARO:0000069#ARO:0000069	doxycycline	5281011	CAD55718.1	AJ514254	Bacteroides coprosuis DSM 18011	679937
ARO:3000197	tet36	ARO:3000197@ARO:3000152#ARO:3000152	minocycline	5281093	CAD55718.1	AJ514254	Bacteroides coprosuis DSM 18011	679937
ARO:3000197	tet36	ARO:3000197@ARO:3000528#ARO:3000528	chlortetracycline	5280963	CAD55718.1	AJ514254	Bacteroides coprosuis DSM 18011	679937
ARO:3000197	tet36	ARO:3000197@ARO:3000667#ARO:3000667	demeclocycline	54680690	CAD55718.1	AJ514254	Bacteroides coprosuis DSM 18011	679937
ARO:3000197	tet36	ARO:3000197@ARO:3000668#ARO:3000668	oxytetracycline	54675779	CAD55718.1	AJ514254	Bacteroides coprosuis DSM 18011	679937
ARO:3002704	fexA	ARO:3002704@ARO:3000385#ARO:3000385	chloramphenicol	5959	CAD70268.1	AJ549214	Staphylococcus lentus	42858
ARO:3002704	fexA	ARO:3002704@ARO:3000461#ARO:3000461	florfenicol	114811	CAD70268.1	AJ549214	Staphylococcus lentus	42858
ARO:3002611	aadA11	ARO:3002611@ARO:0000039#ARO:0000039	spectinomycin	15541	CAD99015.1	AJ567827	Escherichia coli	562
ARO:3002611	aadA11	ARO:3002611@ARO:0000040#ARO:0000040	streptomycin	19649	CAD99015.1	AJ567827	Escherichia coli	562
ARO:3003835	cdeA	ARO:3003835@ARO:0000045#ARO:0000045	acriflavin	443101	CAE00499.1	AJ574887.1	Clostridioides difficile	1496
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	ARO:3002599=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	CAE48335.2	AJ584652	Pseudomonas aeruginosa	287
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	ARO:3002599=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	CAE48335.2	AJ584652	Pseudomonas aeruginosa	287
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	ARO:3002599=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	CAE48335.2	AJ584652	Pseudomonas aeruginosa	287
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	ARO:3002599=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	CAE48335.2	AJ584652	Pseudomonas aeruginosa	287
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	ARO:3002599=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	CAE48335.2	AJ584652	Pseudomonas aeruginosa	287
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	ARO:3002599=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	CAE48335.2	AJ584652	Pseudomonas aeruginosa	287
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	ARO:3002599=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	CAE48335.2	AJ584652	Pseudomonas aeruginosa	287
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	ARO:3002599=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	CAE48335.2	AJ584652	Pseudomonas aeruginosa	287
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	ARO:3002599=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	CAE48335.2	AJ584652	Pseudomonas aeruginosa	287
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	ARO:3002599=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	CAE48335.2	AJ584652	Pseudomonas aeruginosa	287
ARO:3002589	AAC(6')-Iid	ARO:3002589=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	CAE50925.1	AJ584700	Enterococcus hirae	1354
ARO:3002589	AAC(6')-Iid	ARO:3002589=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	CAE50925.1	AJ584700	Enterococcus hirae	1354
ARO:3002589	AAC(6')-Iid	ARO:3002589=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	CAE50925.1	AJ584700	Enterococcus hirae	1354
ARO:3002589	AAC(6')-Iid	ARO:3002589=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	CAE50925.1	AJ584700	Enterococcus hirae	1354
ARO:3002589	AAC(6')-Iid	ARO:3002589=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	CAE50925.1	AJ584700	Enterococcus hirae	1354
ARO:3002589	AAC(6')-Iid	ARO:3002589=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	CAE50925.1	AJ584700	Enterococcus hirae	1354
ARO:3002589	AAC(6')-Iid	ARO:3002589=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	CAE50925.1	AJ584700	Enterococcus hirae	1354
ARO:3002589	AAC(6')-Iid	ARO:3002589=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	CAE50925.1	AJ584700	Enterococcus hirae	1354
ARO:3002589	AAC(6')-Iid	ARO:3002589=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	CAE50925.1	AJ584700	Enterococcus hirae	1354
ARO:3002589	AAC(6')-Iid	ARO:3002589=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	CAE50925.1	AJ584700	Enterococcus hirae	1354
ARO:3002590	AAC(6')-Iih	ARO:3002590=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	CAE50926.1	AJ584701	Enterococcus durans	53345
ARO:3002590	AAC(6')-Iih	ARO:3002590=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	CAE50926.1	AJ584701	Enterococcus durans	53345
ARO:3002590	AAC(6')-Iih	ARO:3002590=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	CAE50926.1	AJ584701	Enterococcus durans	53345
ARO:3002590	AAC(6')-Iih	ARO:3002590=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	CAE50926.1	AJ584701	Enterococcus durans	53345
ARO:3002590	AAC(6')-Iih	ARO:3002590=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	CAE50926.1	AJ584701	Enterococcus durans	53345
ARO:3002590	AAC(6')-Iih	ARO:3002590=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	CAE50926.1	AJ584701	Enterococcus durans	53345
ARO:3002590	AAC(6')-Iih	ARO:3002590=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	CAE50926.1	AJ584701	Enterococcus durans	53345
ARO:3002590	AAC(6')-Iih	ARO:3002590=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	CAE50926.1	AJ584701	Enterococcus durans	53345
ARO:3002590	AAC(6')-Iih	ARO:3002590=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	CAE50926.1	AJ584701	Enterococcus durans	53345
ARO:3002590	AAC(6')-Iih	ARO:3002590=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	CAE50926.1	AJ584701	Enterococcus durans	53345
ARO:3003016	dfrA20	ARO:3003016@ARO:3000188#ARO:3000188	trimethoprim	5578	CAE53424.1	AJ605332	Pasteurella multocida	747
ARO:3003019	dfrA23	ARO:3003019@ARO:3000188#ARO:3000188	trimethoprim	5578	CAG34233.2	AJ746361	Salmonella enterica subsp. enterica serovar Typhimurium	90371
ARO:3002620	aadA23	ARO:3002620@ARO:0000039#ARO:0000039	spectinomycin	15541	CAH10847.1	AJ809407	Salmonella enterica subsp. enterica serovar Agona	58095
ARO:3002620	aadA23	ARO:3002620@ARO:0000040#ARO:0000040	streptomycin	19649	CAH10847.1	AJ809407	Salmonella enterica subsp. enterica serovar Agona	58095
ARO:3003110	catB10	ARO:3003110@ARO:3000382#ARO:3000382	azidamfenicol	62858	CAI47810.1	AJ878850	Pseudomonas aeruginosa	287
ARO:3003110	catB10	ARO:3003110@ARO:3000385#ARO:3000385	chloramphenicol	5959	CAI47810.1	AJ878850	Pseudomonas aeruginosa	287
ARO:3003110	catB10	ARO:3003110@ARO:3000456#ARO:3000456	thiamphenicol	27200	CAI47810.1	AJ878850	Pseudomonas aeruginosa	287
ARO:3002614	aadA14	ARO:3002614@ARO:0000039#ARO:0000039	spectinomycin	15541	CAI57696.1	AJ884726	Pasteurella multocida	747
ARO:3002614	aadA14	ARO:3002614@ARO:0000040#ARO:0000040	streptomycin	19649	CAI57696.1	AJ884726	Pasteurella multocida	747
ARO:3001071	SHV-12	ARO:3001071@ARO:0000060#ARO:0000060	ceftazidime	5481173	CAI76927.1	AJ920369	Escherichia coli	562
ARO:3001071	SHV-12	ARO:3001071@ARO:0000062#ARO:0000062	ceftriaxone	5479530	CAI76927.1	AJ920369	Escherichia coli	562
ARO:3001071	SHV-12	ARO:3001071@ARO:3000704#ARO:3000704	cefalotin	6024	CAI76927.1	AJ920369	Escherichia coli	562
ARO:3002856	dfrA24	ARO:3002856@ARO:3000188#ARO:3000188	trimethoprim	5578	CAI99385.1	AJ972619	Escherichia coli	562
ARO:3002627	aadK	ARO:3002627@ARO:0000040#ARO:0000040	streptomycin	19649	CAB14620.1	AL009126	Bacillus subtilis subsp. subtilis str. 168	224308
ARO:3003059	tmrB	ARO:3003059@ARO:0000009#ARO:0000009	tunicamycin	5354023	CAB12108.2	AL009126	Bacillus subtilis subsp. subtilis str. 168	224308
ARO:3000392	Erm(37)	ARO:3000392@ARO:0000006#ARO:0000006	erythromycin	12560	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:0000027#ARO:0000027	roxithromycin	5480431	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:0000046#ARO:0000046	lincomycin	9063	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:0000057#ARO:0000057	telithromycin	3002190	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:0000065#ARO:0000065	clarithromycin	84029	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:0000066#ARO:0000066	clindamycin	29029	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000145#ARO:3000145	tylosin	5280440	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000156#ARO:3000156	spiramycin	5289394	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000158#ARO:3000158	azithromycin	447043	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000176#ARO:3000176	dirithromycin	6473883	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000583#ARO:3000583	pristinamycin IA	14974	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000584#ARO:3000584	quinupristin	5388937	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000672#ARO:3000672	madumycin II	6441077	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000673#ARO:3000673	griseoviridin	6441064	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000674#ARO:3000674	dalfopristin	6435782	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000675#ARO:3000675	pristinamycin IB	443309	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000678#ARO:3000678	vernamycin B-gamma	443310	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3000392	Erm(37)	ARO:3000392@ARO:3000867#ARO:3000867	oleandomycin	19822	CCP44758.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3002525	AAC(2')-Ic	ARO:3002525@ARO:0000013#ARO:0000013	amikacin	37768	CCP42991.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3002525	AAC(2')-Ic	ARO:3002525@ARO:0000052#ARO:0000052	tobramycin	36294	CCP42991.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3002525	AAC(2')-Ic	ARO:3002525@ARO:3000654#ARO:3000654	arbekacin	68682	CCP42991.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3002525	AAC(2')-Ic	ARO:3002525@ARO:3000655#ARO:3000655	gentamicin B	37569	CCP42991.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003035	mfpA	ARO:3003035=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	CCP46182.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003035	mfpA	ARO:3003035=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	CCP46182.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003035	mfpA	ARO:3003035=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	CCP46182.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003035	mfpA	ARO:3003035=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	CCP46182.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003035	mfpA	ARO:3003035=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	CCP46182.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003035	mfpA	ARO:3003035=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	CCP46182.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003035	mfpA	ARO:3003035=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	CCP46182.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003283	Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin	ARO:3003283@ARO:3000169#ARO:3000169	rifampin	5381226	CCP43410.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003283	Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin	ARO:3003283@ARO:3000517#ARO:3000517	rifaximin	6436173	CCP43410.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003283	Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin	ARO:3003283@ARO:3000530#ARO:3000530	rifabutin	6323490	CCP43410.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003283	Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin	ARO:3003283@ARO:3000534#ARO:3000534	rifapentine	6323497	CCP43410.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:0000023#ARO:0000023	enoxacin	3229	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:0000036#ARO:0000036	ciprofloxacin	2764	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:0000071#ARO:0000071	levofloxacin	149096	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:0000074#ARO:0000074	moxifloxacin	152946	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:3000659#ARO:3000659	gatifloxacin	5379	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:3000660#ARO:3000660	lomefloxacin	3948	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:3000661#ARO:3000661	nalidixic acid	4421	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:3000662#ARO:3000662	norfloxacin	4539	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:3000663#ARO:3000663	ofloxacin	4583	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:3000664#ARO:3000664	trovafloxacin	62959	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:3000665#ARO:3000665	grepafloxacin	72474	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:3000666#ARO:3000666	sparfloxacin	60464	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003295	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295@ARO:3000762#ARO:3000762	pefloxacin	51081	CCP42728.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
ARO:3003326	Mycobacterium tuberculosis embB mutations conferring resistance to ethambutol	ARO:3003326@ARO:3000497#ARO:3000497	ethambutol	14052	CCP46624.1	AL123456	Mycobacterium tuberculosis H37Rv	83332
